1.510032	 40
1.550570	 592
1.551011	 1144
1.591517	 1696
1.591958	 2248
1.592400	 2800
1.592842	 3352
1.632464	 3904
1.632906	 4456
1.633347	 5008
1.633789	 5560
1.634230	 6112
1.634672	 6664
1.635114	 7216
1.635555	 7768
1.673411	 8320
1.673853	 8872
1.674294	 9424
1.674736	 9976
1.675178	 10528
1.675619	 11080
1.676061	 11632
1.676502	 12184
1.676944	 12736
1.677386	 13288
1.677827	 13840
1.678269	 14392
1.678710	 14944
1.679152	 15496
1.679594	 16048
1.680035	 16600
1.714358	 17152
1.714800	 17704
1.715242	 18256
1.715683	 18808
1.716125	 19360
1.716566	 19912
1.717008	 20464
1.717450	 21016
1.717891	 21568
1.718333	 22120
1.718774	 22672
1.719216	 23224
1.719658	 23776
1.720099	 24328
1.720541	 24880
1.720982	 25432
1.721424	 25984
1.721866	 26536
1.722307	 27088
1.722749	 27640
1.755306	 28192
1.755747	 28744
1.756189	 29296
1.756630	 29848
1.757072	 30400
1.757514	 30952
1.757955	 31504
1.758397	 32056
1.758838	 32608
1.759280	 33160
1.759722	 33712
1.760163	 34264
1.760605	 34816
1.761046	 35368
1.761488	 35920
1.761930	 36472
1.762371	 37024
1.762813	 37576
1.763254	 38128
1.763696	 38680
1.796253	 39232
1.796694	 39784
1.797136	 40336
1.797578	 40888
1.798019	 41440
1.798461	 41992
1.798902	 42544
1.799344	 43096
1.799786	 43648
1.800227	 44200
1.800669	 44752
1.801110	 45304
1.801552	 45856
1.801994	 46408
1.802435	 46960
1.802877	 47512
1.803318	 48064
1.803760	 48616
1.804202	 49168
1.804643	 49720
1.837200	 50272
1.837642	 50824
1.838083	 51376
1.838525	 51928
1.838966	 52480
1.839408	 53032
1.839850	 53584
1.840291	 54136
1.840733	 54688
1.841174	 55240
1.841616	 55792
1.842058	 56344
1.842499	 56896
1.842941	 57448
1.843382	 58000
1.843824	 58552
1.844266	 59104
1.844707	 59656
1.845149	 60208
1.845590	 60760
1.878147	 61312
1.878589	 61864
1.879030	 62416
1.879472	 62968
1.879914	 63520
1.880355	 64072
1.880797	 64624
1.881238	 65176
1.881680	 65728
1.882122	 66280
1.882563	 66832
1.883005	 67384
1.883446	 67936
1.883888	 68488
1.884330	 69040
1.884771	 69592
1.885213	 70144
1.885654	 70696
1.886096	 71248
1.886538	 71800
1.919094	 72352
1.919536	 72904
1.919978	 73456
1.920419	 74008
1.920861	 74560
1.921302	 75112
1.921744	 75664
1.922186	 76216
1.922627	 76768
1.923069	 77320
1.923510	 77872
1.923952	 78424
1.924394	 78976
1.924835	 79528
1.925277	 80080
1.925718	 80632
1.926160	 81184
1.926602	 81736
1.927043	 82288
1.927485	 82840
1.960042	 83392
1.960483	 83944
1.960925	 84496
1.961366	 85048
1.961808	 85600
1.962250	 86152
1.962691	 86704
1.963133	 87256
1.963574	 87808
1.964016	 88360
1.964458	 88912
1.964899	 89464
1.965341	 90016
1.965782	 90568
1.966224	 91120
1.966666	 91672
1.967107	 92224
1.967549	 92776
1.967990	 93328
1.968432	 93880
2.000989	 94432
2.001430	 94984
2.001872	 95536
2.002314	 96088
2.002755	 96640
2.003197	 97192
2.003638	 97744
2.004080	 98296
2.004522	 98848
2.004963	 99400
2.005405	 99952
2.005846	 100504
2.006288	 101056
2.006730	 101608
2.007171	 102160
2.007613	 102712
2.008054	 103264
2.008496	 103816
2.008938	 104368
2.009379	 104920
2.041936	 105472
2.042378	 106024
2.042819	 106576
2.043261	 107128
2.043702	 107680
2.044144	 108232
2.044586	 108784
2.045027	 109336
2.045469	 109888
2.045910	 110440
2.046352	 110992
2.046794	 111544
2.047235	 112096
2.047677	 112648
2.048118	 113200
2.048560	 113752
2.049002	 114304
2.049443	 114856
2.049885	 115408
2.050326	 115960
2.082883	 116512
2.083325	 117064
2.083766	 117616
2.084208	 118168
2.084650	 118720
2.085091	 119272
2.085533	 119824
2.085974	 120376
2.086416	 120928
2.086858	 121480
2.087299	 122032
2.087741	 122584
2.088182	 123136
2.088624	 123688
2.089066	 124240
2.089507	 124792
2.089949	 125344
2.090390	 125896
2.090832	 126448
2.091274	 127000
2.123830	 127552
2.124272	 128104
2.124714	 128656
2.125155	 129208
2.125597	 129760
2.126038	 130312
2.126480	 130864
2.126922	 131416
2.127363	 131968
2.127805	 132520
2.128246	 133072
2.128688	 133624
2.129130	 134176
2.129571	 134728
2.130013	 135280
2.130454	 135832
2.130896	 136384
2.131338	 136936
2.131779	 137488
2.132221	 138040
2.164778	 138592
